2025-08-20 16:01:13,625 - INFO - Connecting to IBKR...
2025-08-20 16:01:13,625 - INFO - Connecting to 127.0.0.1:7497 with clientId 1...
2025-08-20 16:01:13,626 - INFO - Connected
2025-08-20 16:01:13,629 - INFO - Logged on to server version 176
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usfarm.nj
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usopt.nj
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:cashfarm
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usopt
2025-08-20 16:01:13,631 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2025-08-20 16:01:13,631 - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:euhmds
2025-08-20 16:01:13,631 - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2025-08-20 16:01:13,631 - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2025-08-20 16:01:13,631 - INFO - Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefil
2025-08-20 16:01:13,631 - INFO - API connection ready
2025-08-20 16:01:13,633 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=90.51145)
2025-08-20 16:01:13,633 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:13,734 - INFO - updatePortfolio: PortfolioItem(contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', primaryExchange='CBOE', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, marketPrice=40.09999845, marketValue=0.0, averageCost=0.0, unrealizedPNL=0.0, realizedPNL=-16634.74, account='DUN086112')
2025-08-20 16:01:13,734 - INFO - updatePortfolio: PortfolioItem(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, marketPrice=0.15, marketValue=150.0, averageCost=90.51145, unrealizedPNL=-755.11, realizedPNL=202.08, account='DUN086112')
2025-08-20 16:01:13,753 - INFO - execDetails Execution(execId='00020057.68a5a279.01.01', time=datetime.datetime(2025, 8, 20, 14, 52, 13, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=10.0, price=9.2, permId=327819059, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=9.2, orderRef='OptionChain', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:28,751 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:28,966 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:29,967 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:29,968 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:30,183 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:31,185 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:31,186 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:31,390 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:32,392 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:32,393 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:32,599 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:33,599 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:33,600 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:33,815 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:34,816 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:34,817 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:35,026 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:36,028 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:36,028 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:36,239 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:37,240 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:37,241 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:37,446 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:38,448 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:38,448 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:38,655 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:39,658 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:39,658 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:39,873 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:40,874 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:40,875 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:41,076 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:42,077 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=0.0, avgCost=0.0)
2025-08-20 16:01:42,078 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:42,281 - INFO - No open option positions found. Sleeping before next check...
2025-08-20 16:01:43,282 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=14.0)
2025-08-20 16:01:43,283 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:43,283 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:43,284 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:43,372 - INFO - updatePortfolio: PortfolioItem(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, marketPrice=0.14, marketValue=140.0, averageCost=15.03145, unrealizedPNL=-10.31, realizedPNL=-553.58, account='DUN086112')
2025-08-20 16:01:43,840 - INFO - Checking SPY   250820C00638000 | Cost: 0.15 | Bid: 0.12 | Loss: -20.17%
2025-08-20 16:01:43,840 - WARNING - STOP-LOSS TRIGGERED for SPY   250820C00638000 | Loss: -20.17%
2025-08-20 16:01:43,841 - INFO - placeOrder: New order Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51060, clientId=1, action='SELL', totalQuantity=10, lmtPrice=0.12, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51060, status='PendingSubmit', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 841426, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:43,841 - INFO - Placed LIMIT IOC SELL 10 @ 0.12 for SPY   250820C00638000
2025-08-20 16:01:43,905 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51060, clientId=1, permId=327819783, action='SELL', totalQuantity=10.0, lmtPrice=0.12, auxPrice=0.0, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51060, status='Submitted', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819783, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 841426, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 904440, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:44,479 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51060, clientId=1, permId=327819783, action='SELL', totalQuantity=10.0, lmtPrice=0.12, auxPrice=0.0, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51060, status='PendingCancel', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819783, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 841426, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 904440, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 44, 479043, tzinfo=datetime.timezone.utc), status='PendingCancel', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:44,499 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51060, clientId=1, permId=327819783, action='SELL', totalQuantity=10.0, lmtPrice=0.12, auxPrice=0.0, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51060, status='Cancelled', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819783, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 841426, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 43, 904440, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 44, 479043, tzinfo=datetime.timezone.utc), status='PendingCancel', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 44, 499048, tzinfo=datetime.timezone.utc), status='Cancelled', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:44,500 - INFO - Warning 202, reqId 51060: Order Canceled - reason:
2025-08-20 16:01:44,597 - INFO - SPY   250820C00638000: IOC filled 0/10
2025-08-20 16:01:44,598 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:44,598 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:44,849 - WARNING - SPY   250820C00638000: 10 still open after IOC; sending MARKET to finish.
2025-08-20 16:01:44,849 - INFO - placeOrder: New order Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=MarketOrder(orderId=51061, clientId=1, action='SELL', totalQuantity=10, orderRef='SLMKT-805157048'), orderStatus=OrderStatus(orderId=51061, status='PendingSubmit', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 44, 849101, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:44,850 - WARNING - Placed MARKET SELL 10 for SPY   250820C00638000
2025-08-20 16:01:44,911 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=MarketOrder(orderId=51061, clientId=1, permId=327819784, action='SELL', totalQuantity=10.0, lmtPrice=0.11, auxPrice=0.0, orderRef='SLMKT-805157048'), orderStatus=OrderStatus(orderId=51061, status='Submitted', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819784, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 44, 849101, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 44, 910619, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:47,818 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:47,819 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:48,631 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:48,632 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:49,445 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:49,446 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:50,029 - INFO - Checking SPY   250820C00638000 | Cost: 0.15 | Bid: 0.10 | Loss: -33.47%
2025-08-20 16:01:50,029 - WARNING - STOP-LOSS TRIGGERED for SPY   250820C00638000 | Loss: -33.47%
2025-08-20 16:01:50,030 - INFO - placeOrder: New order Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51067, clientId=1, action='SELL', totalQuantity=10, lmtPrice=0.1, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51067, status='PendingSubmit', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 30674, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:50,031 - INFO - Placed LIMIT IOC SELL 10 @ 0.10 for SPY   250820C00638000
2025-08-20 16:01:50,103 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51067, clientId=1, permId=327819785, action='SELL', totalQuantity=10.0, lmtPrice=0.1, auxPrice=0.0, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51067, status='Submitted', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819785, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 30674, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 102690, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:50,601 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51067, clientId=1, permId=327819785, action='SELL', totalQuantity=10.0, lmtPrice=0.1, auxPrice=0.0, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51067, status='PendingCancel', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819785, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 30674, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 102690, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 601920, tzinfo=datetime.timezone.utc), status='PendingCancel', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:50,618 - INFO - orderStatus: Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=LimitOrder(orderId=51067, clientId=1, permId=327819785, action='SELL', totalQuantity=10.0, lmtPrice=0.1, auxPrice=0.0, tif='IOC', orderRef='SLIOC-805157048'), orderStatus=OrderStatus(orderId=51067, status='Cancelled', filled=0.0, remaining=10.0, avgFillPrice=0.0, permId=327819785, parentId=0, lastFillPrice=0.0, clientId=1, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 30674, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 102690, tzinfo=datetime.timezone.utc), status='Submitted', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 601920, tzinfo=datetime.timezone.utc), status='PendingCancel', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 618924, tzinfo=datetime.timezone.utc), status='Cancelled', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:50,619 - INFO - Warning 202, reqId 51067: Order Canceled - reason:
2025-08-20 16:01:50,672 - INFO - SPY   250820C00638000: IOC filled 0/10
2025-08-20 16:01:50,673 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=15.03145)
2025-08-20 16:01:50,673 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:50,935 - WARNING - SPY   250820C00638000: 10 still open after IOC; sending MARKET to finish.
2025-08-20 16:01:50,935 - INFO - placeOrder: New order Trade(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', exchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), order=MarketOrder(orderId=51068, clientId=1, action='SELL', totalQuantity=10, orderRef='SLMKT-805157048'), orderStatus=OrderStatus(orderId=51068, status='PendingSubmit', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2025, 8, 20, 20, 1, 50, 935580, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0)], advancedError='')
2025-08-20 16:01:50,936 - WARNING - Placed MARKET SELL 10 for SPY   250820C00638000
